,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
train,0.7123631917958744,0.3103989304514843,0.2625210336971474,0.23570254497308402,0.2246326213337865,0.21506090506232256,0.20460088706995525,0.1982116066460378,0.19237727187965653,0.18876274526268466,0.18337143559902386,0.17727360069662199,0.1762820690735973,0.1745287092420299,0.1686125881802039,0.16803427706167107,0.16637904775638132,0.16349084485036824,0.1607661825988552,0.1568300556065025,0.15561321193448413,0.1555949659215013,0.15554057922014666,0.15124877538899512,0.14791924116548205,0.14864110359413718,0.14629003867454748,0.14518984341149815,0.1444727727470842,0.1419865658985237,0.1417363911464206,0.24705090455709644,0.20633163624863615,0.19741039147979528,0.19038533954504158,0.18634283677939878,0.18188574993238288,0.17880315885402945,0.17556880403790723,0.17233497836099923,0.17018685924789975,0.16692669766511567,0.16528844179225236,0.16377357499584733,0.16279368732075442,0.1598407794738369,0.15894450459948287,0.15764987649294396,0.1533743811009862,0.15286671958131237
val,1.38252212336258,1.4593713953307585,1.7980766356080904,1.932044691841305,1.932267279522265,1.797142640077059,2.124167159610112,2.201069320627135,2.2578394204064733,1.9969003547951167,2.6023427713018807,2.3890562766662047,2.413206730834472,2.5435461828454353,2.4518148386902254,2.5278543769328308,2.4532407871412523,2.629131972342058,2.755095778433275,2.5071268411176946,2.4241760676063535,2.126228305537759,2.6427533689832234,2.957946515166885,3.1336148500323113,3.5572862314712306,2.477182890691934,3.4042470026565423,2.3920645329375594,2.7349496281737977,3.405986751504821,0.2764644145846188,0.2336855396128441,0.3671564050597075,0.24773074975297876,0.3108217006453169,0.270318659801273,0.35229173253402746,0.34486949175193304,0.2580914469916163,0.2742525915772424,0.18520732178470764,0.22095708710943152,0.7521051034129853,0.23362568186471985,0.35677270705424136,0.4278927925054467,0.4537903289527492,0.4248800917034694,0.2220108726052087
